loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,mths_since_earliest_cr_line,issue_month,y
15000,15000,36,12.21,499.73,B,B5,10,MORTGAGE,69996,Not Verified,debt_consolidation,OH,6.58,1,2,15.0,10,0,16048,34.8,30,f,0.0,0,,,,225,2009-01,0
10000,10000,36,6.03,304.36,A,A1,10,MORTGAGE,115000,Not Verified,small_business,TX,13.16,0,0,43.0,15,0,9192,21.4,41,f,0.0,0,,,,286,2012-03,0
7750,7750,36,18.55,282.33,D,D2,10,OWN,65000,Source Verified,other,OR,13.0,0,0,,12,0,6785,41.6,14,f,0.0,0,0.0,24044.0,16300.0,99,2013-12,0
18000,18000,36,7.62,560.91,A,A3,10,MORTGAGE,64000,Not Verified,debt_consolidation,LA,17.14,0,0,36.0,15,0,15108,42.9,33,f,0.0,0,0.0,49164.0,35200.0,444,2013-12,0
15600,15600,36,18.25,565.94,D,D3,10,RENT,50000,Source Verified,debt_consolidation,MO,14.52,0,0,,18,0,20685,70.4,21,f,0.0,0,0.0,20685.0,29400.0,169,2014-02,0
4000,4000,36,10.99,130.94,B,B3,10,MORTGAGE,77400,Not Verified,car,CA,13.8,0,0,25.0,6,0,3107,47.8,25,f,0.0,0,0.0,276888.0,6500.0,351,2014-10,0
10000,10000,36,13.11,337.47,B,B4,5,RENT,48000,Not Verified,debt_consolidation,NH,12.18,0,0,,7,0,6268,66.7,8,w,0.0,0,0.0,10577.0,9400.0,126,2012-11,0
22000,22000,36,17.27,787.32,C,C5,4,MORTGAGE,50000,Verified,credit_card,CO,16.08,0,1,,6,1,11982,78.3,17,f,0.0,0,0.0,23617.0,15300.0,258,2013-03,0
8000,8000,36,16.99,285.19,D,D1,10,MORTGAGE,47000,Source Verified,credit_card,NY,28.2,0,0,,17,2,17792,68.4,24,f,0.0,0,0.0,35939.0,26000.0,143,2014-01,0
8000,8000,36,17.57,287.5,D,D2,5,RENT,78000,Not Verified,debt_consolidation,TX,25.29,0,2,,19,0,39735,61.7,34,f,0.0,0,0.0,72814.0,64400.0,269,2013-12,0
5225,5225,36,16.29,184.45,D,D2,3,RENT,44000,Source Verified,debt_consolidation,VA,7.86,0,2,45.0,9,1,5460,64.2,59,w,0.0,0,0.0,5460.0,8500.0,209,2014-05,0
25000,25000,36,9.62,802.23,B,B3,10,MORTGAGE,83000,Verified,home_improvement,TX,14.08,0,1,,13,0,1048,2.5,44,f,0.0,0,,,,242,2011-01,0
9000,9000,36,10.64,293.12,B,B2,0,RENT,35000,Not Verified,major_purchase,NC,20.16,0,1,,20,0,11879,35.7,41,f,0.0,0,0.0,44132.0,33300.0,141,2013-08,0
9750,9750,36,11.55,321.75,B,B3,2,MORTGAGE,29000,Verified,debt_consolidation,CO,7.82,0,1,,5,1,6283,75.7,10,f,0.0,0,0.0,161534.0,8300.0,238,2013-08,0
6000,6000,60,13.61,138.4,C,C2,10,OWN,74256,Not Verified,car,NY,10.08,0,0,71.0,6,0,6963,76.5,26,f,0.0,0,,,,374,2010-07,0
5000,5000,60,13.49,115.03,C,C2,10,MORTGAGE,60000,Verified,car,GA,14.3,0,1,46.0,14,0,9891,52.3,43,f,0.0,0,,,,254,2011-07,0
5700,5700,36,18.75,208.22,D,D3,2,RENT,40000,Not Verified,moving,NY,15.3,0,1,,10,0,7435,31.6,29,f,0.0,0,0.0,40240.0,23500.0,172,2013-04,0
13625,13625,36,19.52,503.03,E,E2,10,MORTGAGE,49000,Source Verified,vacation,MD,35.53,0,1,58.0,11,3,12560,75.2,41,f,0.0,0,0.0,61002.0,16700.0,235,2014-08,0
7000,7000,36,14.82,242.05,E,E3,1,RENT,88500,Verified,debt_consolidation,CA,16.3,0,4,,8,0,9600,72.7,14,f,0.0,0,,,,216,2008-05,1
10000,10000,36,8.9,317.54,A,A5,4,MORTGAGE,45000,Not Verified,debt_consolidation,MD,18.8,0,1,,11,0,1821,8.7,11,w,0.0,0,0.0,90763.0,20900.0,85,2014-02,0
18000,18000,36,12.85,605.2,B,B4,0,RENT,82100,Not Verified,debt_consolidation,FL,16.21,0,0,70.0,21,0,11490,56.0,46,f,0.0,0,0.0,45353.0,20500.0,163,2014-01,0
9250,9250,36,7.9,289.44,A,A4,1,RENT,44000,Verified,debt_consolidation,MO,34.36,0,0,,16,0,0,0.0,29,f,0.0,0,0.0,113736.0,20300.0,145,2013-01,0
15000,15000,36,17.99,542.22,D,D2,6,RENT,69700,Verified,credit_card,TX,24.9,0,2,,16,0,27299,83.7,35,f,0.0,0,,,,196,2012-06,0
5000,5000,60,12.99,113.74,B,B4,5,OWN,57000,Source Verified,moving,CT,20.88,0,1,,10,0,10744,38.6,32,w,0.0,0,0.0,322960.0,27800.0,224,2013-11,0
14000,14000,36,11.14,459.28,B,B2,10,MORTGAGE,85000,Source Verified,debt_consolidation,OH,10.19,2,2,20.0,24,0,6921,14.7,53,f,0.0,0,511.0,229887.0,46995.0,222,2013-06,0
14000,14000,60,10.99,304.33,B,B3,10,MORTGAGE,78000,Source Verified,home_improvement,CA,7.58,0,0,30.0,8,0,7932,97.9,30,f,0.0,0,0.0,27432.0,8100.0,344,2014-10,0
25850,25850,60,21.18,701.95,E,E3,0,MORTGAGE,59000,Verified,credit_card,OH,14.85,0,2,40.0,15,0,30924,75.6,57,f,0.0,0,0.0,109571.0,40900.0,479,2014-03,1
3200,3200,36,12.49,107.04,B,B4,6,MORTGAGE,48000,Verified,vacation,LA,9.15,0,1,,7,0,3850,40.1,12,f,0.0,0,0.0,204051.0,9600.0,100,2014-02,0
10800,10800,60,16.59,266.04,D,D1,10,MORTGAGE,75000,Source Verified,credit_card,MA,12.19,0,0,,22,1,14421,25.2,31,f,0.0,0,0.0,231987.0,57300.0,265,2014-03,0
25000,25000,36,12.12,831.8,B,B3,1,MORTGAGE,73000,Source Verified,debt_consolidation,MD,17.56,0,0,,6,0,18900,80.4,18,f,0.0,0,0.0,267622.0,23500.0,202,2012-11,0
24575,24575,36,15.8,861.56,C,C3,9,RENT,62000,Verified,debt_consolidation,NY,27.46,0,3,32.0,10,0,24720,47.6,22,f,0.0,0,0.0,37370.0,51900.0,212,2012-10,0
10000,10000,36,6.62,307.04,A,A2,2,RENT,90000,Not Verified,debt_consolidation,CA,7.64,0,0,,8,0,9920,53.3,14,f,0.0,0,0.0,15167.0,18600.0,202,2013-06,0
7000,7000,36,6.62,214.93,A,A2,10,MORTGAGE,55400,Not Verified,debt_consolidation,WV,12.09,0,0,,12,1,6630,20.5,18,f,0.0,0,0.0,8698.0,32400.0,500,2014-01,0
35000,35000,60,20.49,936.86,E,E2,0,OWN,74475,Verified,debt_consolidation,PA,32.76,0,0,,9,0,28691,96.3,24,f,0.0,0,0.0,59104.0,29800.0,168,2014-02,0
26500,26500,36,17.77,954.99,D,D1,3,MORTGAGE,60000,Verified,debt_consolidation,NJ,19.92,1,1,16.0,15,0,27488,65.3,21,f,0.0,0,0.0,230321.0,42100.0,412,2013-05,0
35000,35000,60,14.49,823.31,C,C4,0,MORTGAGE,140000,Source Verified,debt_consolidation,NJ,6.27,0,2,,6,0,32018,94.2,19,f,0.0,0,0.0,530945.0,34000.0,414,2014-07,0
9000,9000,36,14.3,308.92,C,C1,10,RENT,45500,Not Verified,debt_consolidation,NY,16.06,0,1,,12,0,7778,31.1,27,f,0.0,0,0.0,15023.0,25000.0,356,2013-11,0
5000,5000,36,9.25,159.59,B,B2,3,RENT,39996,Not Verified,other,FL,21.93,0,0,,12,0,33051,82.8,22,f,0.0,0,,,,226,2010-11,1
22000,22000,60,17.77,555.91,D,D1,10,MORTGAGE,110000,Verified,home_improvement,MD,19.66,0,3,,14,0,18271,60.5,61,w,0.0,0,0.0,411848.0,30200.0,248,2013-01,0
10000,10000,36,11.99,332.1,B,B3,6,MORTGAGE,90000,Not Verified,home_improvement,OR,14.99,0,0,35.0,15,0,17553,64.5,46,w,0.0,0,0.0,295811.0,27200.0,207,2013-12,0
18650,18650,60,16.77,461.2,D,D2,6,MORTGAGE,38475,Verified,debt_consolidation,CA,8.14,0,1,54.0,7,0,6917,64.6,19,f,0.0,0,,,,161,2012-01,0
12000,12000,60,16.45,294.7,E,E1,2,MORTGAGE,32000,Source Verified,debt_consolidation,AL,5.36,0,1,,5,0,4713,85.7,9,f,0.0,0,,,,290,2010-08,1
23500,23500,36,7.62,732.3,A,A3,6,MORTGAGE,100000,Not Verified,debt_consolidation,NY,10.59,0,0,,16,0,9856,34.1,22,f,0.0,0,,,,203,2012-06,0
6700,6700,36,18.92,245.33,D,D4,6,RENT,80000,Not Verified,debt_consolidation,PA,13.04,0,1,61.0,10,0,4770,63.6,21,w,0.0,0,5009.0,35416.0,7500.0,167,2014-02,0
17325,17325,36,9.67,556.35,B,B1,8,MORTGAGE,62000,Verified,debt_consolidation,TX,28.11,0,1,,6,0,26998,72.6,21,f,0.0,0,0.0,245025.0,37200.0,216,2013-11,0
10000,10000,60,17.99,253.88,E,E1,10,RENT,51600,Source Verified,car,CA,8.93,0,1,34.0,4,0,37,1.2,14,f,0.0,0,,,,299,2011-05,0
4000,4000,36,6.39,122.4,A,A1,6,RENT,28000,Not Verified,credit_card,CA,12.81,0,0,,6,0,890,7.2,24,f,0.0,0,,,,203,2010-07,0
35000,35000,36,14.33,1201.84,C,C1,10,MORTGAGE,460000,Source Verified,home_improvement,DE,12.12,0,2,,22,0,605627,64.7,50,w,0.0,0,0.0,1331712.0,678300.0,300,2013-02,0
10000,10000,60,12.68,225.9,C,C1,4,RENT,55000,Verified,credit_card,NY,25.79,0,0,,5,0,2581,66.2,32,f,0.0,0,,,,169,2011-04,0
22500,22500,36,15.61,786.71,C,C4,10,MORTGAGE,125000,Source Verified,debt_consolidation,NJ,22.64,1,2,13.0,12,0,21358,85.2,28,w,0.0,0,0.0,172057.0,25100.0,173,2013-12,1
12175,12175,60,20.49,325.9,E,E1,10,MORTGAGE,35400,Verified,debt_consolidation,TX,30.34,1,0,20.0,10,0,7627,69.7,37,f,0.0,0,0.0,71386.0,10940.0,186,2013-06,0
3000,3000,36,6.03,91.31,A,A1,0,MORTGAGE,65000,Source Verified,vacation,WA,11.08,0,0,38.0,11,0,3656,5.8,36,f,0.0,0,,,,504,2011-09,0
14400,14400,60,15.31,344.93,C,C2,0,MORTGAGE,47500,Verified,debt_consolidation,CA,20.56,0,1,,10,0,9561,56.6,30,w,0.0,0,0.0,76680.0,16900.0,245,2013-03,0
6250,6250,36,15.61,218.53,C,C3,4,RENT,110000,Verified,debt_consolidation,CA,5.55,0,4,32.0,7,0,5962,21.7,21,f,0.0,0,0.0,13888.0,27500.0,182,2013-10,0
9750,9750,36,15.8,341.82,C,C3,3,RENT,52000,Source Verified,debt_consolidation,LA,3.35,0,3,,6,0,3512,27.7,8,f,0.0,0,0.0,3512.0,12700.0,112,2013-06,1
19750,19750,60,15.8,478.19,C,C3,0,OWN,44644,Verified,debt_consolidation,LA,18.44,0,0,,16,0,12634,49.2,35,f,0.0,0,0.0,62616.0,25700.0,194,2013-03,1
11750,11750,36,7.9,367.67,A,A4,4,RENT,65000,Not Verified,debt_consolidation,CA,21.16,0,0,,12,0,3994,29.8,22,f,0.0,0,,,,168,2012-07,0
12500,12500,36,12.35,417.28,B,B4,3,MORTGAGE,75000,Verified,debt_consolidation,CA,14.51,0,1,36.0,13,0,7777,26.7,30,f,0.0,0,0.0,19705.0,29100.0,194,2013-08,0
25000,25000,36,16.29,882.51,D,D1,6,OWN,134000,Verified,home_improvement,SC,20.24,0,3,59.0,11,0,20398,39.6,39,f,0.0,0,,,,282,2012-02,0
10000,10000,36,15.61,349.65,D,D1,10,RENT,41000,Source Verified,small_business,NV,16.07,0,1,,4,1,2242,49.0,18,w,0.0,0,0.0,16310.0,4600.0,172,2014-07,0
5375,5375,36,6.03,163.6,A,A1,0,OWN,19296,Verified,car,TX,3.11,0,0,,5,0,472,1.9,33,w,0.0,0,0.0,472.0,25400.0,383,2013-10,0
13175,13175,60,24.5,382.86,F,F3,10,RENT,61112,Source Verified,debt_consolidation,MD,19.66,1,1,16.0,11,0,6105,42.1,43,f,0.0,0,65.0,29789.0,14500.0,178,2014-10,1
8000,8000,36,7.9,250.33,A,A4,6,MORTGAGE,45000,Source Verified,debt_consolidation,KS,22.83,1,2,5.0,8,0,2719,15.0,24,f,0.0,0,0.0,19756.0,18100.0,243,2012-10,0
12525,12525,36,14.47,430.94,C,C2,10,MORTGAGE,57000,Verified,debt_consolidation,PA,32.65,0,4,43.0,15,0,21401,51.7,44,w,0.0,0,0.0,255604.0,41400.0,210,2014-01,0
35000,35000,60,17.27,874.93,C,C5,10,MORTGAGE,93600,Verified,debt_consolidation,CA,11.99,0,0,54.0,11,1,235,1.4,20,f,0.0,0,0.0,38811.0,16900.0,206,2013-05,0
15000,15000,36,6.03,456.54,A,A1,10,MORTGAGE,50000,Not Verified,home_improvement,WI,3.77,0,2,,8,0,10184,33.1,17,f,0.0,0,0.0,63365.0,30800.0,297,2012-10,0
5000,5000,36,18.55,182.15,D,D2,3,RENT,200000,Not Verified,other,CA,9.77,0,2,,12,0,8098,17.6,27,f,0.0,0,679.0,48731.0,46000.0,220,2013-09,0
10000,10000,36,18.49,363.99,D,D2,10,MORTGAGE,115000,Verified,home_improvement,TX,13.65,1,1,18.0,7,0,7848,80.1,28,f,0.0,0,,,,280,2012-08,0
9000,9000,36,6.03,273.92,A,A1,10,MORTGAGE,45000,Not Verified,major_purchase,NV,6.69,1,0,12.0,9,0,449,1.4,16,f,0.0,0,0.0,196615.0,32000.0,238,2013-09,0
9000,9000,36,12.35,300.44,B,B4,0,RENT,45000,Source Verified,debt_consolidation,NY,21.57,0,0,,13,0,7604,47.2,23,f,0.0,0,0.0,31314.0,16100.0,190,2013-09,0
25000,25000,60,10.36,535.62,B,B5,5,MORTGAGE,86800,Source Verified,wedding,NY,4.56,0,3,,9,0,2418,6.8,17,f,0.0,0,,,,178,2010-10,0
21000,21000,36,14.33,721.11,C,C1,1,MORTGAGE,92000,Verified,debt_consolidation,GA,15.03,2,0,8.0,6,0,10592,61.2,22,f,0.0,0,0.0,330350.0,17300.0,181,2012-09,0
23050,23050,36,12.49,771.0,B,B5,0,MORTGAGE,79000,Verified,debt_consolidation,SC,17.35,0,3,78.0,16,0,14385,31.5,50,w,0.0,0,0.0,102895.0,45700.0,240,2014-09,0
17050,17050,36,13.68,580.09,C,C1,7,MORTGAGE,38000,Verified,credit_card,FL,11.08,1,1,4.0,9,0,14235,58.6,26,f,0.0,0,138.0,120988.0,24300.0,364,2013-07,0
12000,12000,36,16.29,423.61,C,C5,6,RENT,75000,Verified,debt_consolidation,MA,7.36,0,3,35.0,13,0,12518,49.5,36,f,0.0,0,,,,188,2012-05,0
28000,28000,36,14.33,961.47,C,C1,10,RENT,90000,Verified,debt_consolidation,CA,22.33,0,2,,38,0,13917,14.8,63,f,0.0,0,0.0,45501.0,94175.0,316,2013-05,0
10000,10000,36,13.61,339.89,C,C2,4,RENT,38004,Source Verified,debt_consolidation,GA,23.43,1,0,21.0,8,0,10451,69.7,14,f,0.0,0,,,,169,2010-07,0
4000,4000,36,18.85,146.33,D,D3,3,MORTGAGE,74000,Not Verified,credit_card,CA,15.21,1,1,18.0,8,0,6373,76.8,38,f,0.0,0,0.0,102296.0,8300.0,289,2013-09,0
23475,23475,36,24.08,921.98,F,F2,5,MORTGAGE,73500,Verified,debt_consolidation,AR,26.86,0,4,79.0,15,1,19157,44.7,56,f,0.0,0,0.0,253137.0,42900.0,283,2014-07,0
8000,8000,36,14.47,275.26,C,C2,6,RENT,44000,Not Verified,credit_card,MA,18.53,0,1,62.0,10,0,5535,66.7,17,f,0.0,0,0.0,21383.0,8300.0,157,2013-12,0
35000,35000,36,18.92,1281.55,D,D4,10,OWN,160000,Source Verified,home_improvement,NY,9.18,0,0,45.0,10,0,5677,66.2,19,f,0.0,0,0.0,38581.0,7900.0,185,2014-03,1
17000,17000,60,21.98,469.33,E,E4,10,RENT,45000,Verified,debt_consolidation,MA,20.35,0,1,,23,0,15870,63.5,56,w,0.0,0,0.0,83117.0,25000.0,190,2013-04,0
24500,24500,36,8.9,777.96,A,A5,10,MORTGAGE,90000,Verified,debt_consolidation,CA,19.68,0,0,25.0,21,0,27558,54.5,48,f,0.0,0,0.0,361936.0,50600.0,379,2013-05,1
2500,2500,36,16.99,89.12,D,D3,2,OWN,52000,Not Verified,debt_consolidation,IL,10.5,1,2,9.0,9,2,1755,25.8,14,f,0.0,0,1369.0,16185.0,6800.0,198,2014-09,0
8000,8000,36,11.99,265.68,B,B5,10,RENT,53000,Source Verified,debt_consolidation,IN,22.1,1,1,7.0,9,0,11115,45.9,34,f,0.0,0,0.0,49089.0,24200.0,209,2014-12,0
32000,32000,60,18.24,816.78,D,D5,2,RENT,125000,Source Verified,debt_consolidation,MI,22.98,2,1,13.0,22,0,10416,52.9,63,w,0.0,0,0.0,179550.0,19700.0,196,2014-06,0
1300,1300,36,15.61,45.46,C,C3,1,RENT,72000,Source Verified,debt_consolidation,IL,1.08,0,0,,5,0,290,2.6,9,f,0.0,0,0.0,290.0,11000.0,123,2013-11,0
18225,18225,60,21.7,500.26,E,E2,7,RENT,57000,Verified,debt_consolidation,FL,32.48,0,0,66.0,9,0,15877,88.7,24,f,0.0,0,0.0,37088.0,17900.0,221,2013-12,0
2400,2400,36,7.66,74.84,A,A5,5,RENT,44000,Source Verified,debt_consolidation,AZ,2.05,0,2,,5,0,943,72.5,9,f,0.0,0,,,,181,2011-04,0
7200,7200,36,13.67,244.93,B,B5,6,RENT,85000,Not Verified,credit_card,CA,15.25,0,1,38.0,12,0,14096,48.1,32,f,0.0,0,,,,259,2012-03,1
35000,35000,60,20.99,946.68,E,E4,0,MORTGAGE,84000,Verified,debt_consolidation,TX,31.1,0,0,79.0,16,0,40157,86.4,42,w,0.0,0,0.0,290212.0,46500.0,337,2014-06,0
3500,3500,36,12.99,117.92,B,B4,10,RENT,74000,Source Verified,debt_consolidation,HI,7.56,2,1,15.0,8,1,14131,45.9,19,w,0.0,0,0.0,55578.0,30800.0,295,2013-11,0
3000,3000,36,7.9,93.88,A,A4,10,MORTGAGE,118000,Not Verified,home_improvement,FL,23.73,0,0,,9,0,35082,86.6,33,f,0.0,0,,,,246,2012-07,0
10000,10000,36,10.74,326.16,B,B2,4,MORTGAGE,80000,Not Verified,debt_consolidation,MI,10.68,2,1,21.0,7,0,2015,33.6,23,f,0.0,0,,,,372,2012-04,0
5875,5875,36,14.09,201.06,B,B5,4,RENT,21600,Verified,debt_consolidation,CA,16.17,0,2,55.0,15,0,4529,45.7,16,f,0.0,0,0.0,25994.0,9900.0,132,2012-09,0
5000,5000,36,12.99,168.45,C,C1,9,OWN,181000,Not Verified,debt_consolidation,RI,9.85,0,2,,8,0,11430,91.4,32,w,0.0,0,0.0,546047.0,12500.0,160,2014-08,0
12000,12000,36,12.12,399.26,B,B3,1,RENT,65000,Not Verified,home_improvement,CA,26.18,0,0,,18,0,12409,74.0,25,f,0.0,0,,,,214,2012-07,0
5200,5200,36,10.99,170.22,B,B2,2,RENT,28000,Not Verified,credit_card,TX,28.2,0,0,,10,0,6147,72.3,13,f,0.0,0,0.0,42259.0,8500.0,97,2014-02,0
10000,10000,36,13.98,341.68,C,C1,6,MORTGAGE,100000,Not Verified,home_improvement,FL,7.75,1,0,20.0,11,0,6562,68.4,25,f,0.0,0,84.0,209440.0,9600.0,201,2014-02,0
6250,6250,36,12.99,210.56,B,B4,10,RENT,35000,Not Verified,debt_consolidation,IL,11.49,0,3,,15,0,9811,23.6,27,f,0.0,0,0.0,9811.0,41600.0,167,2013-12,0
12000,12000,36,12.99,404.27,C,C1,10,MORTGAGE,78000,Verified,debt_consolidation,FL,33.63,0,0,,11,0,20438,55.1,30,w,0.0,0,0.0,307382.0,37100.0,245,2014-05,0
19200,19200,36,14.33,659.3,C,C1,10,MORTGAGE,99384,Source Verified,debt_consolidation,TX,7.02,0,0,,6,0,4080,74.2,16,f,0.0,0,0.0,106603.0,5500.0,235,2013-05,1
20000,20000,36,7.9,625.81,A,A4,2,MORTGAGE,65000,Not Verified,credit_card,TX,20.37,1,0,5.0,18,0,30229,51.9,48,w,0.0,0,0.0,93327.0,58200.0,184,2014-02,0
3800,3800,36,16.89,135.28,D,D4,9,RENT,68000,Not Verified,wedding,CA,24.39,0,3,,9,0,5684,99.5,34,f,0.0,0,,,,289,2011-07,0
10800,10800,36,9.71,347.02,B,B1,6,OWN,37000,Verified,debt_consolidation,WV,23.68,0,0,32.0,12,0,26322,47.8,19,f,0.0,0,0.0,26322.0,55100.0,377,2013-07,0
16000,16000,36,9.17,510.07,B,B1,10,MORTGAGE,150000,Not Verified,credit_card,IL,16.62,0,0,45.0,25,0,36223,69.1,52,f,0.0,0,0.0,222740.0,52400.0,339,2014-07,0
11625,11625,36,14.33,399.19,C,C1,8,MORTGAGE,34000,Not Verified,debt_consolidation,NY,22.84,0,2,,6,0,27411,91.1,13,f,0.0,0,0.0,110958.0,30100.0,305,2012-11,0
10000,10000,36,17.77,360.38,D,D1,10,RENT,41032,Not Verified,debt_consolidation,NY,27.69,0,1,,9,0,6543,44.5,25,f,0.0,0,,,,195,2012-08,0
8000,8000,60,16.49,196.64,D,D3,5,RENT,90000,Not Verified,debt_consolidation,NJ,18.28,0,0,58.0,9,0,10339,61.9,33,f,0.0,0,,,,182,2011-08,0
1000,1000,36,14.33,34.34,C,C1,0,MORTGAGE,27000,Source Verified,other,MI,20.22,7,0,13.0,7,0,22044,86.1,27,f,0.0,0,0.0,136008.0,25600.0,314,2012-11,0
24000,24000,36,7.62,747.88,A,A3,4,MORTGAGE,82000,Not Verified,credit_card,OH,14.3,0,0,,9,0,26855,80.9,35,f,0.0,0,0.0,223580.0,33200.0,270,2013-01,0
35000,35000,36,14.3,1201.33,C,C1,10,MORTGAGE,400000,Verified,other,FL,32.8,0,3,,28,0,1746716,38.6,55,f,0.0,0,0.0,3437283.0,1998700.0,399,2013-11,1
24000,24000,60,8.9,497.04,A,A5,1,MORTGAGE,108000,Verified,home_improvement,GA,1.22,0,0,37.0,8,0,1927,3.8,14,f,0.0,0,0.0,190158.0,50900.0,231,2013-06,0
5550,5550,36,20.2,206.83,D,D5,10,MORTGAGE,70000,Verified,credit_card,MN,33.43,0,2,35.0,11,0,20733,98.3,31,f,0.0,0,0.0,346846.0,21100.0,171,2013-11,0
14125,14125,36,13.98,482.63,C,C1,10,RENT,35000,Not Verified,credit_card,IL,12.38,0,0,27.0,10,0,13536,53.5,17,f,0.0,0,0.0,13536.0,25300.0,160,2014-01,1
7650,7650,36,10.99,250.42,B,B2,8,OWN,26200,Not Verified,debt_consolidation,MO,26.02,0,0,,8,0,7399,61.1,22,f,0.0,0,0.0,20633.0,12100.0,224,2013-09,0
8975,8975,36,15.61,313.81,D,D1,1,OWN,25000,Source Verified,debt_consolidation,CO,22.32,0,1,31.0,17,0,12529,58.3,36,w,0.0,0,1134.0,48030.0,21500.0,272,2014-07,0
22000,22000,60,13.06,501.25,C,C2,10,RENT,45000,Verified,debt_consolidation,FL,10.05,0,0,,10,0,11345,40.9,23,f,0.0,0,,,,220,2011-01,0
6000,6000,36,14.65,206.97,C,C2,1,RENT,50000,Not Verified,major_purchase,FL,4.68,0,0,53.0,9,0,6132,29.5,11,f,0.0,0,,,,139,2012-06,0
18225,18225,60,19.91,481.94,E,E4,4,RENT,33000,Verified,debt_consolidation,CA,15.38,3,1,11.0,7,0,313,13.0,19,f,0.0,0,,,,190,2011-11,0
35000,35000,60,13.98,814.03,C,C3,10,MORTGAGE,90000,Verified,debt_consolidation,FL,22.44,0,0,,9,0,96567,77.3,22,f,0.0,0,0.0,290160.0,115400.0,243,2014-11,0
21000,21000,60,10.49,451.27,B,B3,8,MORTGAGE,93500,Source Verified,debt_consolidation,KY,23.26,0,0,41.0,13,0,36360,72.9,22,w,0.0,0,0.0,245670.0,49900.0,270,2014-11,0
7000,7000,36,15.31,243.73,C,C2,1,RENT,87500,Verified,small_business,OH,1.62,0,1,40.0,3,0,3491,41.6,7,f,0.0,0,0.0,3491.0,8400.0,115,2012-09,0
10000,10000,36,6.49,306.45,A,A2,3,RENT,90000,Not Verified,major_purchase,CA,2.27,0,0,58.0,8,0,9090,22.9,19,w,0.0,0,0.0,11182.0,39700.0,203,2014-05,0
3600,3600,36,6.91,111.01,A,A5,0,RENT,18000,Not Verified,debt_consolidation,CO,19.07,0,0,,7,0,4298,38.0,8,f,0.0,0,,,,145,2010-12,0
7000,7000,36,12.12,232.91,B,B3,10,RENT,62000,Verified,credit_card,CA,3.35,0,0,,3,1,6987,52.5,11,f,0.0,0,0.0,6987.0,13300.0,189,2013-06,0
28625,28625,36,14.98,992.02,C,C3,0,MORTGAGE,198929,Verified,debt_consolidation,CO,6.38,0,1,53.0,10,2,7556,68.7,47,f,0.0,0,0.0,459395.0,11000.0,264,2013-12,0
20000,20000,36,11.99,664.2,B,B5,3,MORTGAGE,132795,Source Verified,debt_consolidation,PA,13.7,2,0,1.0,13,1,44432,78.2,34,f,0.0,0,0.0,96872.0,56800.0,178,2014-12,0
16000,16000,36,12.12,532.35,B,B3,0,RENT,44750,Not Verified,debt_consolidation,CA,22.23,1,0,19.0,9,0,4028,52.8,23,f,0.0,0,0.0,27520.0,10800.0,254,2013-02,0
2400,2400,36,10.99,78.57,B,B4,4,RENT,39996,Verified,other,TX,18.39,0,0,,4,0,0,0.0,5,f,0.0,0,,,,135,2010-03,0
25000,25000,60,15.8,605.3,C,C3,2,MORTGAGE,80000,Verified,debt_consolidation,NJ,9.53,0,0,,7,0,16736,75.7,10,w,0.0,0,0.0,220522.0,22100.0,192,2013-03,1
10000,10000,36,12.12,332.72,B,B3,8,MORTGAGE,45000,Not Verified,credit_card,CA,20.4,0,2,57.0,15,0,12858,59.3,20,f,0.0,0,0.0,142184.0,21700.0,175,2012-12,0
6825,6825,36,11.14,223.9,B,B2,9,MORTGAGE,38000,Not Verified,debt_consolidation,NY,29.03,0,0,,13,0,14221,34.3,29,f,0.0,0,0.0,30458.0,41500.0,363,2013-05,0
6000,6000,36,13.66,204.08,C,C3,4,RENT,40000,Source Verified,medical,OK,13.92,0,2,39.0,13,1,1867,32.2,17,w,0.0,0,97.0,30609.0,5800.0,215,2014-11,1
15000,15000,36,9.71,481.97,B,B1,10,MORTGAGE,65000,Not Verified,credit_card,CA,8.98,0,2,32.0,15,0,19490,54.6,34,w,0.0,0,0.0,214074.0,35700.0,230,2013-09,0
12875,12875,36,7.9,402.87,A,A4,4,MORTGAGE,57000,Verified,credit_card,MN,23.16,0,0,,8,0,18748,66.7,20,f,0.0,0,,,,199,2011-12,0
10000,10000,36,12.35,333.82,B,B4,3,MORTGAGE,55000,Verified,car,KY,26.18,0,1,60.0,13,0,5695,22.1,34,f,0.0,0,0.0,29814.0,25800.0,236,2013-09,0
35000,35000,60,20.31,933.34,D,D5,1,MORTGAGE,100000,Verified,credit_card,IL,13.91,0,1,,6,0,34942,68.0,11,f,0.0,0,0.0,226142.0,51400.0,211,2013-08,1
5000,5000,36,12.12,166.36,B,B3,10,RENT,74700,Not Verified,debt_consolidation,CA,16.64,1,1,18.0,13,0,5408,27.9,26,f,0.0,0,0.0,85901.0,19400.0,191,2013-06,0
8500,8500,36,13.16,287.05,C,C3,3,MORTGAGE,75000,Not Verified,debt_consolidation,GA,12.27,0,3,41.0,9,0,30532,53.7,17,f,0.0,0,,,,363,2009-03,1
